"","n_items","pic_lt1","pic_lt2","pic_lt3","dd_mm_yyyy","hh_mm_star","hh_mm_end","n_garb_bin","obs","coords.x1","coords.x2","optional","beach","transect","eng","general"
"179",1,NA,NA,NA,2018-12-30,NA,NA,NA,NA,-52.14766245,-32.18382209,TRUE,"03",1,"plastic-bag","shoreline-and-recreational-activities"
"180",1,"DCIM/20181230222429355.jpg",NA,NA,2018-12-30,NA,NA,NA,NA,-52.14766245,-32.18382209,TRUE,"03",1,"plastic-bag","shoreline-and-recreational-activities"
"181",1,"DCIM/20181230133826956.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27542188,-32.31077874,TRUE,"01",1,"plastic-bag","shoreline-and-recreational-activities"
"182",1,"DCIM/20181230135752405.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27557658,-32.31084473,TRUE,"01",1,"plastic-bag","shoreline-and-recreational-activities"
"183",1,"DCIM/20181230140411650.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,"Erro 2. No Fio De Nylon",-52.2756212,-32.31087253,TRUE,"01",1,"plastic-bag","shoreline-and-recreational-activities"
"184",1,NA,"DCIM/20181230162158226.jpg",NA,2018-12-30,"13:58","14:28",NA,NA,-52.27027986,-32.30379376,TRUE,"01",3,"plastic-bag","shoreline-and-recreational-activities"
"185",1,NA,"DCIM/20181230162735017.jpg",NA,2018-12-30,"13:58","14:28",NA,"S Foto",-52.27031317,-32.30398423,TRUE,"01",3,"plastic-bag","shoreline-and-recreational-activities"
"186",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,NA,-52.20586738,-32.23212595,TRUE,"02",3,"plastic-bag","shoreline-and-recreational-activities"
"187",1,NA,"DCIM/20181230162923665.jpg",NA,2018-12-30,"13:58","14:28",NA,NA,-52.27036299,-32.30403611,TRUE,"01",3,"plastic-bag","shoreline-and-recreational-activities"
"188",1,"DCIM/20181230142945384.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27583643,-32.31127049,TRUE,"01",1,"plastic-bag","shoreline-and-recreational-activities"
"189",1,"DCIM/20181230135833894.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27558466,-32.31086475,TRUE,"01",1,"plastic-bag","shoreline-and-recreational-activities"
"190",1,NA,NA,NA,2018-12-30,"20:36","20:44",NA,NA,-52.14976306,-32.18577205,TRUE,"03",2,"plastic-bag","shoreline-and-recreational-activities"
"191",1,NA,NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21272707,-32.23858473,TRUE,"02",1,"plastic-bag","shoreline-and-recreational-activities"
"192",1,"DCIM/20181230134901453.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27548143,-32.31080485,TRUE,"01",1,"plastic-bag","shoreline-and-recreational-activities"
"193",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,NA,-52.20618366,-32.2324976,TRUE,"02",3,"plastic-bag","shoreline-and-recreational-activities"
"194",1,"DCIM/20181230143741919.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27595171,-32.31136557,TRUE,"01",1,"plastic-bag","shoreline-and-recreational-activities"
"195",1,"DCIM/20181230160919348.jpg",NA,NA,2018-12-30,"13:58","14:28",NA,NA,-52.27002034,-32.30344998,TRUE,"01",3,"plastic-bag","shoreline-and-recreational-activities"
"196",1,"DCIM/20181230143208708.jpg","DCIM/20181230143235503.jpg",NA,2018-12-30,"11:33","12:43",NA,NA,-52.2758662,-32.31130496,TRUE,"01",1,"plastic-bag","shoreline-and-recreational-activities"
