"","oceancons","n_items","pic_lt1","pic_lt2","pic_lt3","beach","transect","dd_mm_yyyy","hh_mm_star","hh_mm_end","n_garb_bin","obs","coords.x1","coords.x2","optional"
"97","04","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1511353849763,-32.1859837314812,TRUE
"98","10","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.151077219956,-32.1859154650943,TRUE
"99","43","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1510399476782,-32.1858766773546,TRUE
"100","05","1",NA,NA,NA,"03","1",NA,NA,NA,"0","Broken",-52.1510428769758,-32.1858980139846,TRUE
"101","14","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1510044651486,-32.1858623357207,TRUE
"102","10","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1509807301707,-32.1858812270792,TRUE
"103","09","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1509722193585,-32.1859049014787,TRUE
"104","14","7",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1510088681844,-32.1858422432356,TRUE
"105","43","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1510265500928,-32.1858464094641,TRUE
"106","43","1","DCIM/20190318131329131.jpg",NA,NA,"03","1",NA,NA,NA,"0","Tend  metal  holder",-52.1509872296278,-32.185820316261,TRUE
"107","14","2",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1509621129273,-32.1858244650997,TRUE
"108","21","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1509729427845,-32.185807683964,TRUE
"109","32","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1509640118466,-32.1857938800042,TRUE
"110","08","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1509591267235,-32.1857918751372,TRUE
"111","10","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1509507105901,-32.1858058462387,TRUE
"112","43","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1509235305188,-32.1858031286586,TRUE
"113","14","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1508766289896,-32.185731026688,TRUE
"114","32","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1508867715142,-32.1857207383029,TRUE
"115","14","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1508516158121,-32.1857279429307,TRUE
"116","14","5",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1508121487735,-32.1857392625881,TRUE
"117","04","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.150801311269,-32.1857635631826,TRUE
"118","04","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1507796435299,-32.1857183106309,TRUE
"119","05","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1507831067343,-32.1857077340488,TRUE
"120","05","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.15076954319,-32.1856456732708,TRUE
"121","14","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.15076954319,-32.1856456732708,TRUE
"122","14","2",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1507573235334,-32.1856775277028,TRUE
"123","14","2",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1507228809886,-32.1856671397705,TRUE
"124","32","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1507122691001,-32.1856562127714,TRUE
"125","47","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1507019018568,-32.1855959793144,TRUE
"126","10","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1506629392632,-32.185595677135,TRUE
"127","14","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1506729262828,-32.185615816424,TRUE
"128","14","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1506388419754,-32.1855562408559,TRUE
"129","02","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1506220666612,-32.1855511107054,TRUE
"130","14","2",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.15062690709,-32.1855253747039,TRUE
"131","10","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1505994910774,-32.1855416295491,TRUE
"132","32","1",NA,NA,NA,"03","1",NA,NA,NA,"0",NA,-52.1505677581774,-32.1855132836477,TRUE
"133","06","1",NA,NA,NA,"03","2",NA,NA,NA,"0",NA,-52.1465189850599,-32.1833295493406,TRUE
"134","43","1",NA,NA,NA,"03","2",NA,NA,NA,"0","PAper napkin",-52.1463690404835,-32.1831341695641,TRUE
"135","06","1",NA,NA,NA,"03","2",NA,NA,NA,"0",NA,-52.1456621296897,-32.1826267659189,TRUE
"136","10","2",NA,NA,NA,"03","2",NA,NA,NA,"0",NA,-52.1452811480049,-32.1823152565562,TRUE
"137","43","1",NA,NA,NA,"03","3",NA,NA,NA,"0",NA,-52.141868817819,-32.1791235439557,TRUE
"138","14","1",NA,NA,NA,"03","3",NA,NA,NA,"0",NA,-52.1414789641299,-32.1788576534032,TRUE
"139","14","1",NA,NA,NA,"03","3",NA,NA,NA,"0",NA,-52.1413938108395,-32.17878762576,TRUE
"140","09","1",NA,NA,NA,"03","3",NA,NA,NA,"0",NA,-52.1413859225905,-32.1787668012649,TRUE
"141","14","1",NA,NA,NA,"03","3",NA,NA,NA,"0",NA,-52.1411571030741,-32.1786070129962,TRUE
"142","10","1",NA,NA,NA,"03","3",NA,NA,NA,"0",NA,-52.1411438116075,-32.1785861074164,TRUE
"143","14","1",NA,NA,NA,"03","3",NA,NA,NA,"0",NA,-52.1410991908051,-32.1785596804964,TRUE
"144","14","2",NA,NA,NA,"03","3",NA,NA,NA,"0",NA,-52.1410499403324,-32.1785046285954,TRUE
"145","01","1","DCIM/20190318135140654.jpg",NA,NA,"03","3",NA,NA,NA,"0",NA,-52.1410173515021,-32.17849220199,TRUE
