"","oceancons","n_items","pic_lt1","pic_lt2","pic_lt3","beach","transect","dd_mm_yyyy","hh_mm_star","hh_mm_end","n_garb_bin","obs","coords.x1","coords.x2","optional"
"218","02",2,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,NA,-52.2059007328088,-32.2321395886991,TRUE
"219","02",1,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,NA,-52.2058704881145,-32.2321036883705,TRUE
"220","27",1,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,NA,-52.205863935669,-32.2320861186746,TRUE
"221","27",1,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,NA,-52.2058518593605,-32.2320614284114,TRUE
"222","21",1,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,NA,-52.2058288845677,-32.2320446392199,TRUE
"223","08",1,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,NA,-52.2057989793874,-32.2320365900014,TRUE
"224","47",1,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,"Papel higienico",-52.2057968599679,-32.2320242937686,TRUE
"225","47",1,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,NA,-52.2057680889136,-32.2319936226834,TRUE
"226","02",2,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,NA,-52.2057465344339,-32.2319897919269,TRUE
"227","09",1,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,NA,-52.205747805014,-32.231980878166,TRUE
"228","21",1,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,NA,-52.2057562606283,-32.2319710506812,TRUE
"229","27",1,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,NA,-52.2057490261912,-32.2319625420994,TRUE
"230","02",2,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,NA,-52.2056967211431,-32.2319352493721,TRUE
"231","21",1,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,NA,-52.2056499376907,-32.2319236509063,TRUE
"232","10",1,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,NA,-52.2056429673217,-32.2318977684716,TRUE
"233","02",1,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,NA,-52.2056249614672,-32.2319154541835,TRUE
"234","27",2,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,NA,-52.2056209366337,-32.2319137972614,TRUE
"235","27",1,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,NA,-52.2056287696569,-32.2318893384755,TRUE
"236","47",1,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,"Cotton",-52.205613263178,-32.2318746972838,TRUE
"237","10",1,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,NA,-52.2056002687606,-32.2318600440053,TRUE
"238","02",1,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,NA,-52.2055887074787,-32.2318502963321,TRUE
"239","09",1,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,NA,-52.2055649389203,-32.2318313473631,TRUE
"240","21",2,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,NA,-52.2054910951791,-32.2318037080677,TRUE
"241","27",2,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,NA,-52.2054988827471,-32.2317988155423,TRUE
"242","27",1,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,NA,-52.2054607855473,-32.2317381570039,TRUE
"243","02",1,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,NA,-52.2053752294021,-32.2317206439883,TRUE
"244","10",1,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,NA,-52.2053752294021,-32.2317206439883,TRUE
"245","47",1,NA,NA,NA,"02",3,"2019/02/16",NA,NA,NA,"Cotton",-52.2053883358998,-32.2317148277889,TRUE
"246","06",1,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.1501300074728,-32.1853206888,TRUE
"247","15",1,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.1500693153473,-32.1853268116971,TRUE
"248","14",1,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,"Embalagem de canudos",-52.1500712867812,-32.1852415345315,TRUE
"249","10",1,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.149926674234,-32.1852002700784,TRUE
"250","02",1,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.1499410227923,-32.1851691144522,TRUE
"251","14",1,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.1499210685636,-32.1851603398734,TRUE
"252","10",1,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.1499229923823,-32.1851264746858,TRUE
"253","10",1,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.149913248991,-32.1850808772663,TRUE
"254","10",1,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.1499140017728,-32.1850530864132,TRUE
"255","14",1,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.1499092026873,-32.1850690947792,TRUE
"256","10",1,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.1498009627717,-32.1850070237885,TRUE
"257","10",1,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.1498024735747,-32.1850034709692,TRUE
"258","10",1,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.1497805804547,-32.1849982666918,TRUE
"259","47",1,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.1497667885179,-32.1849758794599,TRUE
"260","10",1,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.1497113804721,-32.1849978539651,TRUE
"261","46",1,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.1497067500089,-32.184998837896,TRUE
"262","08",1,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.149697532572,-32.1849773581458,TRUE
"263","32",1,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.1496891133801,-32.1849274085704,TRUE
"264","10",1,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.1496706569872,-32.184921745269,TRUE
"265","01",1,"DCIM/20190217215009907.jpg",NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.1496461583438,-32.1849440940624,TRUE
"266","14",1,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.1496293647798,-32.1849376995946,TRUE
"267","10",1,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.1496418614204,-32.184932522799,TRUE
"268","02",1,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.1496284466111,-32.184916560109,TRUE
"269","09",2,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.1495865496044,-32.18487884399,TRUE
"270","10",1,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.149318286749,-32.1846740601955,TRUE
"271","47",1,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,"Sunscreen",-52.1493039561288,-32.1846610243168,TRUE
"272","15",1,"DCIM/20190217215314001.jpg",NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.1493171537723,-32.1846432076041,TRUE
"273","02",1,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.1493070879185,-32.1846344762541,TRUE
"274","06",1,NA,NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.1493220929765,-32.1846638030915,TRUE
"275","47",2,"DCIM/20190217215414811.jpg",NA,NA,"03",1,"2019/02/17",NA,NA,1,NA,-52.1492861603877,-32.1846470260426,TRUE
"276","02",1,NA,NA,NA,"03",2,"2019/02/17",NA,NA,1,NA,-52.1456579699063,-32.182802093812,TRUE
"277","10",1,NA,NA,NA,"03",2,"2019/02/17",NA,NA,1,NA,-52.1459233521443,-32.1827654758206,TRUE
"278","08",1,NA,NA,NA,"03",2,"2019/02/17",NA,NA,1,NA,-52.1459165605256,-32.1827657090485,TRUE
"279","14",1,NA,NA,NA,"03",2,"2019/02/17",NA,NA,1,NA,-52.1458443139982,-32.1827110139443,TRUE
"280","04",1,NA,NA,NA,"03",2,"2019/02/17",NA,NA,1,NA,-52.1453795942463,-32.1824405495537,TRUE
"281","10",1,NA,NA,NA,"03",2,"2019/02/17",NA,NA,1,NA,-52.1453549975555,-32.1823810194053,TRUE
"282","43",1,NA,NA,NA,"03",2,"2019/02/17",NA,NA,1,"GUardanapo",-52.1450752990014,-32.1821660382619,TRUE
"283","43",1,NA,NA,NA,"03",2,"2019/02/17",NA,NA,1,NA,-52.1448311246865,-32.1819600778106,TRUE
"284","10",1,NA,NA,NA,"03",2,"2019/02/17",NA,NA,1,NA,-52.1448311246865,-32.1819600778106,TRUE
"285","01",1,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1419932407344,-32.1789135037677,TRUE
"286","27",2,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1419831019437,-32.1788991707565,TRUE
"287","10",1,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1419714968514,-32.1788850068033,TRUE
"288","08",1,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.141973476094,-32.1788979479618,TRUE
"289","14",1,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1419576888957,-32.1788923796418,TRUE
"290","14",3,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1419317270885,-32.1788738601556,TRUE
"291","01",1,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1419232335332,-32.1788726083657,TRUE
"292","41",1,"DCIM/20190217221834832.jpg",NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1418879738284,-32.1788579397828,TRUE
"293","02",3,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1419107777351,-32.1788607799819,TRUE
"294","14",2,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.141860220824,-32.1788525427461,TRUE
"295","02",2,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1418508270155,-32.1788357026083,TRUE
"296","14",1,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1418386453082,-32.1788234003386,TRUE
"297","27",1,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1418386453082,-32.1788234003386,TRUE
"298","02",3,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1418224420505,-32.1788105402957,TRUE
"299","14",1,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1418322717048,-32.1788082774275,TRUE
"300","27",3,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1418211593892,-32.1788000841866,TRUE
"301","14",4,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1418138015635,-32.1787934237199,TRUE
"302","14",1,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1417874086447,-32.1787751590802,TRUE
"303","14",1,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1417688895948,-32.1787658962965,TRUE
"304","32",1,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1417523791508,-32.1787525395286,TRUE
"305","27",2,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1417507079383,-32.1787527108045,TRUE
"306","08",1,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1417387827377,-32.17874163418,TRUE
"307","02",2,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1417276787814,-32.1787489423518,TRUE
"308","44",1,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,"Glove",-52.1417201007373,-32.1787339856442,TRUE
"309","14",4,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1417227193313,-32.1787367046364,TRUE
"310","02",3,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1417010642207,-32.1787383410272,TRUE
"311","27",1,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1416936690862,-32.1787197909208,TRUE
"312","39",1,"DCIM/20190217222315163.jpg",NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1416858261939,-32.1787293028994,TRUE
"313","02",1,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1416663086916,-32.1787277803913,TRUE
"314","27",1,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1416662128868,-32.1786983287963,TRUE
"315","21",1,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1416504366645,-32.178688383425,TRUE
"316","47",1,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1416430317791,-32.1786958659282,TRUE
"317","47",2,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1416387840179,-32.1786827738205,TRUE
"318","02",2,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1416095212832,-32.1786765564745,TRUE
"319","14",3,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1416063206289,-32.178677747281,TRUE
"320","14",1,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1415922604065,-32.1786841512626,TRUE
"321","14",1,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1415768429092,-32.1786781901343,TRUE
"322","42",1,"DCIM/20190217222536007.jpg",NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.141565990544,-32.1786496902804,TRUE
"323","08",1,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.141540950058,-32.1786289378655,TRUE
"324","02",1,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1415320911434,-32.178609331768,TRUE
"325","46",1,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,"Lona",-52.1415224715893,-32.1786052327999,TRUE
"326","10",1,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.141516953921,-32.1786160896135,TRUE
"327","02",3,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1414957232845,-32.1786032798315,TRUE
"328","08",1,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1414971335766,-32.1785982991023,TRUE
"329","27",2,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1414947293897,-32.1786096554652,TRUE
"330","21",3,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1414992880401,-32.1786123299812,TRUE
"331","08",1,"DCIM/20190217222931144.jpg",NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1414706092446,-32.178592889619,TRUE
"332","08",1,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,"Localizada o errada seguir o próximo ponto",-52.1414706092446,-32.178592889619,TRUE
"333","27",4,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1414833574443,-32.1785987490668,TRUE
"334","21",2,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1414803220148,-32.1785919326417,TRUE
"335","14",2,NA,NA,NA,"03",3,"2019/02/17",NA,NA,1,NA,-52.1414755578919,-32.1786057297633,TRUE
